NAME;SOCR;Region;Area;City;Settlement;Street;Level;Type
Озинский;р-н;0064;024;000;000;0000;Area;201
Перелюбский;р-н;0064;025;000;000;0000;Area;201
Петровский;р-н;0064;026;000;000;0000;Area;201
Питерский;р-н;0064;027;000;000;0000;Area;201
Пугачевский;р-н;0064;028;000;000;0000;Area;201
Ровенский;р-н;0064;029;000;000;0000;Area;201
Романовский;р-н;0064;030;000;000;0000;Area;201
Ртищевский;р-н;0064;031;000;000;0000;Area;201
Самойловский;р-н;0064;032;000;000;0000;Area;201
Советский;р-н;0064;034;000;000;0000;Area;201
Татищевский;р-н;0064;035;000;000;0000;Area;201
Турковский;р-н;0064;036;000;000;0000;Area;201
Федоровский;р-н;0064;037;000;000;0000;Area;201
Хвалынский;р-н;0064;038;000;000;0000;Area;201
Энгельсский;р-н;0064;039;000;000;0000;Area;201
Анивский;р-н;0065;002;000;000;0000;Area;201
Долинский;р-н;0065;003;000;000;0000;Area;201
Корсаковский;р-н;0065;004;000;000;0000;Area;201
Курильский;р-н;0065;005;000;000;0000;Area;201
Макаровский;р-н;0065;006;000;000;0000;Area;201
Невельский;р-н;0065;007;000;000;0000;Area;201
Ногликский;р-н;0065;008;000;000;0000;Area;201
Охинский;р-н;0065;009;000;000;0000;Area;201
Поронайский;р-н;0065;010;000;000;0000;Area;201
Северо-Курильский;р-н;0065;011;000;000;0000;Area;201
Смирныховский;р-н;0065;012;000;000;0000;Area;201
Томаринский;р-н;0065;013;000;000;0000;Area;201
Тымовский;р-н;0065;014;000;000;0000;Area;201
Углегорский;р-н;0065;015;000;000;0000;Area;201
Холмский;р-н;0065;016;000;000;0000;Area;201
Южно-Курильский;р-н;0065;017;000;000;0000;Area;201
Александровск-Сахалинский;р-н;0065;018;000;000;0000;Area;201
Алапаевский;р-н;0066;002;000;000;0000;Area;201
Артемовский;р-н;0066;003;000;000;0000;Area;201
Артинский;р-н;0066;004;000;000;0000;Area;201
Ачитский;р-н;0066;005;000;000;0000;Area;201
Байкаловский;р-н;0066;006;000;000;0000;Area;201
Белоярский;р-н;0066;007;000;000;0000;Area;201
Богдановичский;р-н;0066;008;000;000;0000;Area;201
Верхнесалдинский;р-н;0066;009;000;000;0000;Area;201
Верхотурский;р-н;0066;010;000;000;0000;Area;201
Гаринский;р-н;0066;011;000;000;0000;Area;201
Ирбитский;р-н;0066;012;000;000;0000;Area;201
Каменский;р-н;0066;013;000;000;0000;Area;201
Камышловский;р-н;0066;014;000;000;0000;Area;201
Красноуфимский;р-н;0066;015;000;000;0000;Area;201
Невьянский;р-н;0066;016;000;000;0000;Area;201
Нижнесергинский;р-н;0066;017;000;000;0000;Area;201
Новолялинский;р-н;0066;018;000;000;0000;Area;201
Пригородный;р-н;0066;019;000;000;0000;Area;201
Пышминский;р-н;0066;020;000;000;0000;Area;201
Режевской;р-н;0066;021;000;000;0000;Area;201
Режевский;р-н;0066;021;000;000;0000;Area;201
Серовский;р-н;0066;022;000;000;0000;Area;201
Слободо-Туринский;р-н;0066;023;000;000;0000;Area;201
Сухоложский;р-н;0066;024;000;000;0000;Area;201
Сысертский;р-н;0066;025;000;000;0000;Area;201
Таборинский;р-н;0066;026;000;000;0000;Area;201
Тавдинский;р-н;0066;027;000;000;0000;Area;201
Талицкий;р-н;0066;028;000;000;0000;Area;201
Тугулымский;р-н;0066;029;000;000;0000;Area;201
Туринский;р-н;0066;030;000;000;0000;Area;201
Шалинский;р-н;0066;031;000;000;0000;Area;201
Смоленский;р-н;0067;001;000;000;0000;Area;201
Велижский;р-н;0067;002;000;000;0000;Area;201
Вяземский;р-н;0067;003;000;000;0000;Area;201
Гагаринский;р-н;0067;004;000;000;0000;Area;201
Глинковский;р-н;0067;005;000;000;0000;Area;201
Демидовский;р-н;0067;006;000;000;0000;Area;201
Дорогобужский;р-н;0067;007;000;000;0000;Area;201
Духовщинский;р-н;0067;008;000;000;0000;Area;201
Ельнинский;р-н;0067;009;000;000;0000;Area;201
Ершичский;р-н;0067;010;000;000;0000;Area;201
Кардымовский;р-н;0067;011;000;000;0000;Area;201
Краснинский;р-н;0067;012;000;000;0000;Area;201
Монастырщинский;р-н;0067;013;000;000;0000;Area;201
Новодугинский;р-н;0067;014;000;000;0000;Area;201
Починковский;р-н;0067;015;000;000;0000;Area;201
Рославльский;р-н;0067;016;000;000;0000;Area;201
Руднянский;р-н;0067;017;000;000;0000;Area;201
Сафоновский;р-н;0067;018;000;000;0000;Area;201
Сычевский;р-н;0067;019;000;000;0000;Area;201
Темкинский;р-н;0067;020;000;000;0000;Area;201
Угранский;р-н;0067;021;000;000;0000;Area;201
Хиславичский;р-н;0067;022;000;000;0000;Area;201
Холм-Жирковский;р-н;0067;023;000;000;0000;Area;201
Шумячский;р-н;0067;024;000;000;0000;Area;201
Ярцевский;р-н;0067;025;000;000;0000;Area;201
Тамбовский;р-н;0068;001;000;000;0000;Area;201
Бондарский;р-н;0068;002;000;000;0000;Area;201
Гавриловский;р-н;0068;003;000;000;0000;Area;201
Жердевский;р-н;0068;004;000;000;0000;Area;201
Знаменский;р-н;0068;005;000;000;0000;Area;201
Инжавинский;р-н;0068;006;000;000;0000;Area;201
Кирсановский;р-н;0068;007;000;000;0000;Area;201
Мичуринский;р-н;0068;008;000;000;0000;Area;201
Мордовский;р-н;0068;009;000;000;0000;Area;201
Моршанский;р-н;0068;010;000;000;0000;Area;201
Мучкапский;р-н;0068;012;000;000;0000;Area;201
Никифоровский;р-н;0068;013;000;000;0000;Area;201
Первомайский;р-н;0068;014;000;000;0000;Area;201
Петровский;р-н;0068;015;000;000;0000;Area;201
Пичаевский;р-н;0068;016;000;000;0000;Area;201
Рассказовский;р-н;0068;017;000;000;0000;Area;201
Ржаксинский;р-н;0068;018;000;000;0000;Area;201
Сампурский;р-н;0068;019;000;000;0000;Area;201
Сосновский;р-н;0068;020;000;000;0000;Area;201
Староюрьевский;р-н;0068;021;000;000;0000;Area;201
Токаревский;р-н;0068;022;000;000;0000;Area;201
Уваровский;р-н;0068;023;000;000;0000;Area;201
Уметский;р-н;0068;024;000;000;0000;Area;201
Калининский;р-н;0069;001;000;000;0000;Area;201
Андреапольский;р-н;0069;002;000;000;0000;Area;201
Бежецкий;р-н;0069;003;000;000;0000;Area;201
Бельский;р-н;0069;004;000;000;0000;Area;201
Бологовский;р-н;0069;005;000;000;0000;Area;201
Весьегонский;р-н;0069;006;000;000;0000;Area;201
Вышневолоцкий;р-н;0069;007;000;000;0000;Area;201
Жарковский;р-н;0069;008;000;000;0000;Area;201
Западнодвинский;р-н;0069;009;000;000;0000;Area;201
Зубцовский;р-н;0069;010;000;000;0000;Area;201
Калязинский;р-н;0069;011;000;000;0000;Area;201
Кашинский;р-н;0069;012;000;000;0000;Area;201
Кесовогорский;р-н;0069;013;000;000;0000;Area;201
Кимрский;р-н;0069;014;000;000;0000;Area;201
Конаковский;р-н;0069;015;000;000;0000;Area;201
Краснохолмский;р-н;0069;016;000;000;0000;Area;201
Кувшиновский;р-н;0069;017;000;000;0000;Area;201
Лесной;р-н;0069;018;000;000;0000;Area;201
Лихославльский;р-н;0069;019;000;000;0000;Area;201
Максатихинский;р-н;0069;020;000;000;0000;Area;201
Молоковский;р-н;0069;021;000;000;0000;Area;201
Нелидовский;р-н;0069;022;000;000;0000;Area;201
Оленинский;р-н;0069;023;000;000;0000;Area;201
Осташковский;р-н;0069;024;000;000;0000;Area;201
Пеновский;р-н;0069;025;000;000;0000;Area;201
Рамешковский;р-н;0069;026;000;000;0000;Area;201
Ржевский;р-н;0069;027;000;000;0000;Area;201
Сандовский;р-н;0069;028;000;000;0000;Area;201
Селижаровский;р-н;0069;029;000;000;0000;Area;201
Сонковский;р-н;0069;030;000;000;0000;Area;201
Спировский;р-н;0069;031;000;000;0000;Area;201
Старицкий;р-н;0069;032;000;000;0000;Area;201
Торжокский;р-н;0069;033;000;000;0000;Area;201
Торопецкий;р-н;0069;034;000;000;0000;Area;201
Удомельский;р-н;0069;035;000;000;0000;Area;201
Фировский;р-н;0069;036;000;000;0000;Area;201
Александровский;р-н;0070;002;000;000;0000;Area;201
Асиновский;р-н;0070;003;000;000;0000;Area;201
Бакчарский;р-н;0070;004;000;000;0000;Area;201
Верхнекетский;р-н;0070;005;000;000;0000;Area;201
Зырянский;р-н;0070;006;000;000;0000;Area;201
Каргасокский;р-н;0070;007;000;000;0000;Area;201
Кожевниковский;р-н;0070;008;000;000;0000;Area;201
Колпашевский;р-н;0070;009;000;000;0000;Area;201
Кривошеинский;р-н;0070;010;000;000;0000;Area;201
Молчановский;р-н;0070;011;000;000;0000;Area;201
Парабельский;р-н;0070;012;000;000;0000;Area;201
Первомайский;р-н;0070;013;000;000;0000;Area;201
Тегульдетский;р-н;0070;014;000;000;0000;Area;201
Чаинский;р-н;0070;015;000;000;0000;Area;201
Шегарский;р-н;0070;016;000;000;0000;Area;201
Томский;р-н;0070;017;000;000;0000;Area;201
Алексинский;р-н;0071;002;000;000;0000;Area;201
Арсеньевский;р-н;0071;003;000;000;0000;Area;201
Белевский;р-н;0071;004;000;000;0000;Area;201
Богородицкий;р-н;0071;005;000;000;0000;Area;201
Веневский;р-н;0071;006;000;000;0000;Area;201
Воловский;р-н;0071;007;000;000;0000;Area;201
Дубенский;р-н;0071;009;000;000;0000;Area;201
Ефремовский;р-н;0071;010;000;000;0000;Area;201
Заокский;р-н;0071;011;000;000;0000;Area;201
Каменский;р-н;0071;012;000;000;0000;Area;201
Кимовский;р-н;0071;013;000;000;0000;Area;201
Киреевский;р-н;0071;014;000;000;0000;Area;201
Куркинский;р-н;0071;015;000;000;0000;Area;201
Ленинский;р-н;0071;016;000;000;0000;Area;201
Новомосковский;р-н;0071;017;000;000;0000;Area;201
Одоевский;р-н;0071;018;000;000;0000;Area;201
Плавский;р-н;0071;019;000;000;0000;Area;201
Суворовский;р-н;0071;020;000;000;0000;Area;201
Тепло-Огаревский;р-н;0071;021;000;000;0000;Area;201
Узловский;р-н;0071;022;000;000;0000;Area;201
Чернский;р-н;0071;023;000;000;0000;Area;201
Щекинский;р-н;0071;024;000;000;0000;Area;201
Ясногорский;р-н;0071;025;000;000;0000;Area;201
Тюменский;р-н;0072;001;000;000;0000;Area;201
Абатский;р-н;0072;002;000;000;0000;Area;201
Армизонский;р-н;0072;003;000;000;0000;Area;201
Аромашевский;р-н;0072;004;000;000;0000;Area;201
Бердюжский;р-н;0072;005;000;000;0000;Area;201
Вагайский;р-н;0072;006;000;000;0000;Area;201
Викуловский;р-н;0072;007;000;000;0000;Area;201
Голышмановский;р-н;0072;008;000;000;0000;Area;201
Заводоуковский;р-н;0072;009;000;000;0000;Area;201
Исетский;р-н;0072;010;000;000;0000;Area;201
Ишимский;р-н;0072;011;000;000;0000;Area;201
Казанский;р-н;0072;012;000;000;0000;Area;201
Нижнетавдинский;р-н;0072;013;000;000;0000;Area;201
Омутинский;р-н;0072;014;000;000;0000;Area;201
Сладковский;р-н;0072;015;000;000;0000;Area;201
Сорокинский;р-н;0072;016;000;000;0000;Area;201
Тобольский;р-н;0072;017;000;000;0000;Area;201
Уватский;р-н;0072;018;000;000;0000;Area;201
Упоровский;р-н;0072;019;000;000;0000;Area;201
Юргинский;р-н;0072;020;000;000;0000;Area;201
Ялуторовский;р-н;0072;021;000;000;0000;Area;201
Ярковский;р-н;0072;022;000;000;0000;Area;201
Ульяновский;р-н;0073;001;000;000;0000;Area;201
Базарносызганский;р-н;0073;002;000;000;0000;Area;201
Барышский;р-н;0073;003;000;000;0000;Area;201
Вешкаймский;р-н;0073;004;000;000;0000;Area;201
Инзенский;р-н;0073;005;000;000;0000;Area;201
Карсунский;р-н;0073;006;000;000;0000;Area;201
Кузоватовский;р-н;0073;007;000;000;0000;Area;201
Майнский;р-н;0073;008;000;000;0000;Area;201
Мелекесский;р-н;0073;009;000;000;0000;Area;201
Николаевский;р-н;0073;010;000;000;0000;Area;201
Новомалыклинский;р-н;0073;011;000;000;0000;Area;201
Новоспасский;р-н;0073;012;000;000;0000;Area;201
Павловский;р-н;0073;013;000;000;0000;Area;201
Радищевский;р-н;0073;014;000;000;0000;Area;201
Сенгилеевский;р-н;0073;015;000;000;0000;Area;201
Старокулаткинский;р-н;0073;016;000;000;0000;Area;201
Старомайнский;р-н;0073;017;000;000;0000;Area;201
Сурский;р-н;0073;018;000;000;0000;Area;201
Тереньгульский;р-н;0073;019;000;000;0000;Area;201
Цильнинский;р-н;0073;020;000;000;0000;Area;201
Чердаклинский;р-н;0073;021;000;000;0000;Area;201
Ашинский;р-н;0074;002;000;000;0000;Area;201
Карталинский;р-н;0074;007;000;000;0000;Area;201
Каслинский;р-н;0074;009;000;000;0000;Area;201
Катав-Ивановский;р-н;0074;010;000;000;0000;Area;201
Саткинский;р-н;0074;017;000;000;0000;Area;201
Агаповский;р-н;0074;025;000;000;0000;Area;201
Аргаяшский;р-н;0074;026;000;000;0000;Area;201
Брединский;р-н;0074;027;000;000;0000;Area;201
Варненский;р-н;0074;028;000;000;0000;Area;201
Верхнеуральский;р-н;0074;029;000;000;0000;Area;201
Еткульский;р-н;0074;030;000;000;0000;Area;201
Кизильский;р-н;0074;031;000;000;0000;Area;201
Красноармейский;р-н;0074;032;000;000;0000;Area;201
Кунашакский;р-н;0074;033;000;000;0000;Area;201
Кусинский;р-н;0074;034;000;000;0000;Area;201
Нагайбакский;р-н;0074;035;000;000;0000;Area;201
Нязепетровский;р-н;0074;036;000;000;0000;Area;201
Октябрьский;р-н;0074;037;000;000;0000;Area;201
Сосновский;р-н;0074;038;000;000;0000;Area;201
Троицкий;р-н;0074;039;000;000;0000;Area;201
Увельский;р-н;0074;040;000;000;0000;Area;201
Уйский;р-н;0074;041;000;000;0000;Area;201
Чебаркульский;р-н;0074;042;000;000;0000;Area;201
Чесменский;р-н;0074;043;000;000;0000;Area;201
Еманжелинский;р-н;0074;044;000;000;0000;Area;201
Коркинский;р-н;0074;045;000;000;0000;Area;201
Пластовский;р-н;0074;046;000;000;0000;Area;201
Читинский;р-н;0075;001;000;000;0000;Area;201
Акшинский;р-н;0075;002;000;000;0000;Area;201
Александрово-Заводский;р-н;0075;003;000;000;0000;Area;201
Балейский;р-н;0075;004;000;000;0000;Area;201
Борзинский;р-н;0075;005;000;000;0000;Area;201
Газимуро-Заводский;р-н;0075;006;000;000;0000;Area;201
Забайкальский;р-н;0075;007;000;000;0000;Area;201
Каларский;р-н;0075;008;000;000;0000;Area;201
Калганский;р-н;0075;009;000;000;0000;Area;201
Карымский;р-н;0075;010;000;000;0000;Area;201
Краснокаменский;р-н;0075;011;000;000;0000;Area;201
Красночикойский;р-н;0075;012;000;000;0000;Area;201
Кыринский;р-н;0075;013;000;000;0000;Area;201
Могочинский;р-н;0075;014;000;000;0000;Area;201
Нерчинский;р-н;0075;015;000;000;0000;Area;201
Нерчинско-Заводский;р-н;0075;016;000;000;0000;Area;201
Оловяннинский;р-н;0075;017;000;000;0000;Area;201
Ононский;р-н;0075;018;000;000;0000;Area;201
Петровск-Забайкальский;р-н;0075;019;000;000;0000;Area;201
Приаргунский;р-н;0075;020;000;000;0000;Area;201
Сретенский;р-н;0075;021;000;000;0000;Area;201
Тунгиро-Олекминский;р-н;0075;022;000;000;0000;Area;201
Тунгокоченский;р-н;0075;023;000;000;0000;Area;201
Улетовский;р-н;0075;024;000;000;0000;Area;201
Хилокский;р-н;0075;025;000;000;0000;Area;201
Чернышевский;р-н;0075;026;000;000;0000;Area;201
Шелопугинский;р-н;0075;027;000;000;0000;Area;201
Шилкинский;р-н;0075;028;000;000;0000;Area;201
Агинский Бурятский;АО;0075;100;000;000;0000;Area;205
Агинский;р-н;0075;129;000;000;0000;Area;201
Дульдургинский;р-н;0075;130;000;000;0000;Area;201
Могойтуйский;р-н;0075;131;000;000;0000;Area;201
Ярославский;р-н;0076;001;000;000;0000;Area;201
Большесельский;р-н;0076;002;000;000;0000;Area;201
Борисоглебский;р-н;0076;003;000;000;0000;Area;201
Брейтовский;р-н;0076;004;000;000;0000;Area;201
Гаврилов-Ямский;р-н;0076;005;000;000;0000;Area;201
Даниловский;р-н;0076;006;000;000;0000;Area;201
Любимский;р-н;0076;007;000;000;0000;Area;201
Мышкинский;р-н;0076;008;000;000;0000;Area;201
Некоузский;р-н;0076;009;000;000;0000;Area;201
Некрасовский;р-н;0076;010;000;000;0000;Area;201
Первомайский;р-н;0076;011;000;000;0000;Area;201
Переславский;р-н;0076;012;000;000;0000;Area;201
Пошехонский;р-н;0076;013;000;000;0000;Area;201
Ростовский;р-н;0076;014;000;000;0000;Area;201
Рыбинский;р-н;0076;015;000;000;0000;Area;201
Тутаевский;р-н;0076;016;000;000;0000;Area;201
Угличский;р-н;0076;017;000;000;0000;Area;201
Внуковское;п;0077;001;000;000;0000;Area;206
Вороновское;п;0077;002;000;000;0000;Area;206
Воскресенское;п;0077;003;000;000;0000;Area;206
Десеновское;п;0077;004;000;000;0000;Area;206
Киевский;п;0077;005;000;000;0000;Area;206
Кленовское;п;0077;006;000;000;0000;Area;206
Кокошкино;п;0077;007;000;000;0000;Area;206
Краснопахорское;п;0077;008;000;000;0000;Area;206
Марушкинское;п;0077;009;000;000;0000;Area;206
Михайлово-Ярцевское;п;0077;010;000;000;0000;Area;206
Московский;п;0077;011;000;000;0000;Area;206
Мосрентген;п;0077;012;000;000;0000;Area;206
Новофедоровское;п;0077;013;000;000;0000;Area;206
Первомайское;п;0077;014;000;000;0000;Area;206
Роговское;п;0077;015;000;000;0000;Area;206
Рязановское;п;0077;016;000;000;0000;Area;206
Сосенское;п;0077;017;000;000;0000;Area;206
Филимонковское;п;0077;018;000;000;0000;Area;206
Щаповское;п;0077;019;000;000;0000;Area;206
Биробиджанский;р-н;0079;001;000;000;0000;Area;201
Ленинский;р-н;0079;002;000;000;0000;Area;201
Облученский;р-н;0079;003;000;000;0000;Area;201
Октябрьский;р-н;0079;004;000;000;0000;Area;201
Смидовичский;р-н;0079;005;000;000;0000;Area;201
Агинский;р-н;0080;001;000;000;0000;Area;201
Дульдургинский;р-н;0080;002;000;000;0000;Area;201
Могойтуйский;р-н;0080;003;000;000;0000;Area;201
Кудымкарский;р-н;0081;001;000;000;0000;Area;201
Гайнский;р-н;0081;002;000;000;0000;Area;201
Юсьвинский;р-н;0081;003;000;000;0000;Area;201
Юрлинский;р-н;0081;004;000;000;0000;Area;201
Кочевский;р-н;0081;005;000;000;0000;Area;201
Косинский;р-н;0081;006;000;000;0000;Area;201
Карагинский;р-н;0082;002;000;000;0000;Area;201
Олюторский;р-н;0082;003;000;000;0000;Area;201
Пенжинский;р-н;0082;004;000;000;0000;Area;201
Тигильский;р-н;0082;005;000;000;0000;Area;201
Заполярный;р-н;0083;001;000;000;0000;Area;201
Диксонский;р-н;0084;002;000;000;0000;Area;201
Усть-Енисейский;р-н;0084;003;000;000;0000;Area;201
Хатангский;р-н;0084;004;000;000;0000;Area;201
Эхирит-Булагатский;р-н;0085;001;000;000;0000;Area;201
Аларский;р-н;0085;002;000;000;0000;Area;201
Баяндаевский;р-н;0085;003;000;000;0000;Area;201
Боханский;р-н;0085;004;000;000;0000;Area;201
Нукутский;р-н;0085;005;000;000;0000;Area;201
Осинский;р-н;0085;006;000;000;0000;Area;201
Белоярский;р-н;0086;002;000;000;0000;Area;201
Березовский;р-н;0086;003;000;000;0000;Area;201
Кондинский;р-н;0086;004;000;000;0000;Area;201
Нефтеюганский;р-н;0086;005;000;000;0000;Area;201
Нижневартовский;р-н;0086;006;000;000;0000;Area;201
Октябрьский;р-н;0086;007;000;000;0000;Area;201
Советский;р-н;0086;008;000;000;0000;Area;201
Сургутский;р-н;0086;009;000;000;0000;Area;201
Ханты-Мансийский;р-н;0086;010;000;000;0000;Area;201
Беринговский;р-н;0087;002;000;000;0000;Area;201
Билибинский;р-н;0087;003;000;000;0000;Area;201
Иультинский;р-н;0087;004;000;000;0000;Area;201
Провиденский;р-н;0087;005;000;000;0000;Area;201
Чаунский;р-н;0087;006;000;000;0000;Area;201
Чукотский;р-н;0087;007;000;000;0000;Area;201
Шмидтовский;р-н;0087;008;000;000;0000;Area;201
Анадырский;р-н;0087;009;000;000;0000;Area;201
Илимпийский;р-н;0088;001;000;000;0000;Area;201
Байкитский;р-н;0088;002;000;000;0000;Area;201
Тунгусско-Чунский;р-н;0088;003;000;000;0000;Area;201
Красноселькупский;р-н;0089;002;000;000;0000;Area;201
Приуральский;р-н;0089;003;000;000;0000;Area;201
Пуровский;р-н;0089;004;000;000;0000;Area;201
Тазовский;р-н;0089;005;000;000;0000;Area;201
Шурышкарский;р-н;0089;006;000;000;0000;Area;201
Ямальский;р-н;0089;007;000;000;0000;Area;201
Надымский;р-н;0089;008;000;000;0000;Area;201
Бахчисарайский;р-н;0091;001;000;000;0000;Area;201
Белогорский;р-н;0091;002;000;000;0000;Area;201
Джанкойский;р-н;0091;003;000;000;0000;Area;201
Кировский;р-н;0091;004;000;000;0000;Area;201
Красногвардейский;р-н;0091;005;000;000;0000;Area;201
Красноперекопский;р-н;0091;006;000;000;0000;Area;201
Ленинский;р-н;0091;007;000;000;0000;Area;201
Нижнегорский;р-н;0091;008;000;000;0000;Area;201
Первомайский;р-н;0091;009;000;000;0000;Area;201
Раздольненский;р-н;0091;010;000;000;0000;Area;201
Сакский;р-н;0091;011;000;000;0000;Area;201
Симферопольский;р-н;0091;012;000;000;0000;Area;201
Советский;р-н;0091;013;000;000;0000;Area;201
Черноморский;р-н;0091;014;000;000;0000;Area;201
